index,base,input,MPFR,Posit64,Double,winner
0,0.397732,0,0.000000000000000000,nar,0.000000000000000000,Double
1,0.19058,0,0.000000000000000000,nar,0.000000000000000000,Double
2,0.724523,0,0.000000000000000000,nar,0.000000000000000000,Double
3,0.360308,0,0.000000000000000000,nar,0.000000000000000000,Double
4,0.251052,0,0.000000000000000000,nar,0.000000000000000000,Double
5,0.68657,0,0.000000000000000000,nar,0.000000000000000000,Double
6,0.690291,0,0.000000000000000000,nar,0.000000000000000000,Double
7,0.835988,0,0.000000000000000000,nar,0.000000000000000000,Double
8,0.175548,0,0.000000000000000000,nar,0.000000000000000000,Double
9,0.721358,0,0.000000000000000000,nar,0.000000000000000000,Double
10,0.867043,0,0.000000000000000000,nar,0.000000000000000000,Double
11,0.36876,0,0.000000000000000000,nar,0.000000000000000000,Double
12,0.869984,0,0.000000000000000000,nar,0.000000000000000000,Double
13,0.680064,0,0.000000000000000000,nar,0.000000000000000000,Double
14,0.522185,0,0.000000000000000000,nar,0.000000000000000000,Double
15,0.867184,0,0.000000000000000000,nar,0.000000000000000000,Double
16,0.430176,0,0.000000000000000000,nar,0.000000000000000000,Double
17,0.206809,0,0.000000000000000000,nar,0.000000000000000000,Double
18,0.814846,0,0.000000000000000000,nar,0.000000000000000000,Double
19,0.991916,0,0.000000000000000000,nar,0.000000000000000000,Double
20,0.474439,0,0.000000000000000000,nar,0.000000000000000000,Double
21,0.16857,0,0.000000000000000000,nar,0.000000000000000000,Double
22,0.372118,0,0.000000000000000000,nar,0.000000000000000000,Double
23,0.710743,0,0.000000000000000000,nar,0.000000000000000000,Double
24,0.678522,0,0.000000000000000000,nar,0.000000000000000000,Double
25,0.769641,0,0.000000000000000000,nar,0.000000000000000000,Double
26,0.286473,0,0.000000000000000000,nar,0.000000000000000000,Double
27,0.658345,0,0.000000000000000000,nar,0.000000000000000000,Double
28,0.984519,0,0.000000000000000000,nar,0.000000000000000000,Double
29,0.607326,0,0.000000000000000000,nar,0.000000000000000000,Double
30,0.980198,0,0.000000000000000000,nar,0.000000000000000000,Double
31,0.294642,0,0.000000000000000000,nar,0.000000000000000000,Double
32,0.651296,0,0.000000000000000000,nar,0.000000000000000000,Double
33,0.873013,0,0.000000000000000000,nar,0.000000000000000000,Double
34,0.472318,0,0.000000000000000000,nar,0.000000000000000000,Double
35,0.42752,0,0.000000000000000000,nar,0.000000000000000000,Double
36,0.73429,0,0.000000000000000000,nar,0.000000000000000000,Double
37,0.723436,0,0.000000000000000000,nar,0.000000000000000000,Double
38,0.447314,0,0.000000000000000000,nar,0.000000000000000000,Double
39,0.568801,0,0.000000000000000000,nar,0.000000000000000000,Double
40,0.509641,0,0.000000000000000000,nar,0.000000000000000000,Double
41,0.258671,0,0.000000000000000000,nar,0.000000000000000000,Double
42,0.569523,0,0.000000000000000000,nar,0.000000000000000000,Double
43,0.700521,0,0.000000000000000000,nar,0.000000000000000000,Double
44,0.403395,0,0.000000000000000000,nar,0.000000000000000000,Double
45,0.596717,0,0.000000000000000000,nar,0.000000000000000000,Double
46,0.856305,0,0.000000000000000000,nar,0.000000000000000000,Double
47,0.530628,0,0.000000000000000000,nar,0.000000000000000000,Double
48,0.250556,0,0.000000000000000000,nar,0.000000000000000000,Double
49,0.866624,0,0.000000000000000000,nar,0.000000000000000000,Double
50,0.460864,0,0.000000000000000000,nar,0.000000000000000000,Double
51,0.056954,0,0.000000000000000000,nar,0.000000000000000000,Double
52,0.451491,0,0.000000000000000000,nar,0.000000000000000000,Double
53,0.730117,0,0.000000000000000000,nar,0.000000000000000000,Double
54,0.958974,0,0.000000000000000000,nar,0.000000000000000000,Double
55,0.546663,0,0.000000000000000000,nar,0.000000000000000000,Double
56,0.359911,0,0.000000000000000000,nar,0.000000000000000000,Double
57,0.630574,0,0.000000000000000000,nar,0.000000000000000000,Double
58,0.063906,0,0.000000000000000000,nar,0.000000000000000000,Double
59,0.0939414,0,0.000000000000000000,nar,0.000000000000000000,Double
60,0.301752,0,0.000000000000000000,nar,0.000000000000000000,Double
61,0.804801,0,0.000000000000000000,nar,0.000000000000000000,Double
62,0.775558,0,0.000000000000000000,nar,0.000000000000000000,Double
63,0.832761,0,0.000000000000000000,nar,0.000000000000000000,Double
64,0.294175,0,0.000000000000000000,nar,0.000000000000000000,Double
65,0.932975,0,0.000000000000000000,nar,0.000000000000000000,Double
66,0.706334,0,0.000000000000000000,nar,0.000000000000000000,Double
67,0.400064,0,0.000000000000000000,nar,0.000000000000000000,Double
68,0.647602,0,0.000000000000000000,nar,0.000000000000000000,Double
69,0.408611,0,0.000000000000000000,nar,0.000000000000000000,Double
70,0.524841,0,0.000000000000000000,nar,0.000000000000000000,Double
71,0.173067,0,0.000000000000000000,nar,0.000000000000000000,Double
72,0.462059,0,0.000000000000000000,nar,0.000000000000000000,Double
73,0.527364,0,0.000000000000000000,nar,0.000000000000000000,Double
74,0.300222,0,0.000000000000000000,nar,0.000000000000000000,Double
75,0.988446,0,0.000000000000000000,nar,0.000000000000000000,Double
76,0.602125,0,0.000000000000000000,nar,0.000000000000000000,Double
77,0.957076,0,0.000000000000000000,nar,0.000000000000000000,Double
78,0.030007,0,0.000000000000000000,nar,0.000000000000000000,Double
79,0.6984,0,0.000000000000000000,nar,0.000000000000000000,Double
80,0.627569,0,0.000000000000000000,nar,0.000000000000000000,Double
81,0.798303,0,0.000000000000000000,nar,0.000000000000000000,Double
82,0.35437,0,0.000000000000000000,nar,0.000000000000000000,Double
83,0.713815,0,0.000000000000000000,nar,0.000000000000000000,Double
84,0.430386,0,0.000000000000000000,nar,0.000000000000000000,Double
85,0.0119816,0,0.000000000000000000,nar,0.000000000000000000,Double
86,0.0723468,0,0.000000000000000000,nar,0.000000000000000000,Double
87,0.0955808,0,0.000000000000000000,nar,0.000000000000000000,Double
88,0.473345,0,0.000000000000000000,nar,0.000000000000000000,Double
89,0.790462,0,0.000000000000000000,nar,0.000000000000000000,Double
90,0.142733,0,0.000000000000000000,nar,0.000000000000000000,Double
91,0.144132,0,0.000000000000000000,nar,0.000000000000000000,Double
92,0.121104,0,0.000000000000000000,nar,0.000000000000000000,Double
93,0.377133,0,0.000000000000000000,nar,0.000000000000000000,Double
94,0.252013,0,0.000000000000000000,nar,0.000000000000000000,Double
95,0.482507,0,0.000000000000000000,nar,0.000000000000000000,Double
96,0.73603,0,0.000000000000000000,nar,0.000000000000000000,Double
97,0.893652,0,0.000000000000000000,nar,0.000000000000000000,Double
98,0.892952,0,0.000000000000000000,nar,0.000000000000000000,Double
99,0.674359,0,0.000000000000000000,nar,0.000000000000000000,Double
100,0.194525,0,0.000000000000000000,nar,0.000000000000000000,Double
101,0.459624,0,0.000000000000000000,nar,0.000000000000000000,Double
102,0.27809,0,0.000000000000000000,nar,0.000000000000000000,Double
103,0.130066,0,0.000000000000000000,nar,0.000000000000000000,Double
104,0.133501,0,0.000000000000000000,nar,0.000000000000000000,Double
105,0.188193,0,0.000000000000000000,nar,0.000000000000000000,Double
106,0.344472,0,0.000000000000000000,nar,0.000000000000000000,Double
107,0.290603,0,0.000000000000000000,nar,0.000000000000000000,Double
108,0.774723,0,0.000000000000000000,nar,0.000000000000000000,Double
109,0.513763,0,0.000000000000000000,nar,0.000000000000000000,Double
110,0.163266,0,0.000000000000000000,nar,0.000000000000000000,Double
111,0.325848,0,0.000000000000000000,nar,0.000000000000000000,Double
112,0.261982,0,0.000000000000000000,nar,0.000000000000000000,Double
113,0.547503,0,0.000000000000000000,nar,0.000000000000000000,Double
114,0.995909,0,0.000000000000000000,nar,0.000000000000000000,Double
115,0.214573,0,0.000000000000000000,nar,0.000000000000000000,Double
116,0.74766,0,0.000000000000000000,nar,0.000000000000000000,Double
117,0.103764,0,0.000000000000000000,nar,0.000000000000000000,Double
118,0.198535,0,0.000000000000000000,nar,0.000000000000000000,Double
119,0.793355,0,0.000000000000000000,nar,0.000000000000000000,Double
120,0.408857,0,0.000000000000000000,nar,0.000000000000000000,Double
121,0.260881,0,0.000000000000000000,nar,0.000000000000000000,Double
122,0.439406,0,0.000000000000000000,nar,0.000000000000000000,Double
123,0.536871,0,0.000000000000000000,nar,0.000000000000000000,Double
124,0.121633,0,0.000000000000000000,nar,0.000000000000000000,Double
125,0.682227,0,0.000000000000000000,nar,0.000000000000000000,Double
126,0.955195,0,0.000000000000000000,nar,0.000000000000000000,Double
127,0.804687,0,0.000000000000000000,nar,0.000000000000000000,Double
128,0.932424,0,0.000000000000000000,nar,0.000000000000000000,Double
129,0.175934,0,0.000000000000000000,nar,0.000000000000000000,Double
130,0.243273,0,0.000000000000000000,nar,0.000000000000000000,Double
131,0.700915,0,0.000000000000000000,nar,0.000000000000000000,Double
132,0.399834,0,0.000000000000000000,nar,0.000000000000000000,Double
133,0.628015,0,0.000000000000000000,nar,0.000000000000000000,Double
134,0.00389033,0,0.000000000000000000,nar,0.000000000000000000,Double
135,0.803397,0,0.000000000000000000,nar,0.000000000000000000,Double
136,0.340576,0,0.000000000000000000,nar,0.000000000000000000,Double
137,0.0410781,0,0.000000000000000000,nar,0.000000000000000000,Double
138,0.84782,0,0.000000000000000000,nar,0.000000000000000000,Double
139,0.700021,0,0.000000000000000000,nar,0.000000000000000000,Double
140,0.958588,0,0.000000000000000000,nar,0.000000000000000000,Double
141,0.162271,0,0.000000000000000000,nar,0.000000000000000000,Double
142,0.522372,0,0.000000000000000000,nar,0.000000000000000000,Double
143,0.375677,0,0.000000000000000000,nar,0.000000000000000000,Double
144,0.45807,0,0.000000000000000000,nar,0.000000000000000000,Double
145,0.712721,0,0.000000000000000000,nar,0.000000000000000000,Double
146,0.932144,0,0.000000000000000000,nar,0.000000000000000000,Double
147,0.245145,0,0.000000000000000000,nar,0.000000000000000000,Double
148,0.353384,0,0.000000000000000000,nar,0.000000000000000000,Double
149,0.441594,0,0.000000000000000000,nar,0.000000000000000000,Double
150,0.338065,0,0.000000000000000000,nar,0.000000000000000000,Double
151,0.0127419,0,0.000000000000000000,nar,0.000000000000000000,Double
152,0.413011,0,0.000000000000000000,nar,0.000000000000000000,Double
153,0.778816,0,0.000000000000000000,nar,0.000000000000000000,Double
154,0.336801,0,0.000000000000000000,nar,0.000000000000000000,Double
155,0.508099,0,0.000000000000000000,nar,0.000000000000000000,Double
156,0.0202351,0,0.000000000000000000,nar,0.000000000000000000,Double
157,0.488741,0,0.000000000000000000,nar,0.000000000000000000,Double
158,0.0722124,0,0.000000000000000000,nar,0.000000000000000000,Double
159,0.221565,0,0.000000000000000000,nar,0.000000000000000000,Double
160,0.653641,0,0.000000000000000000,nar,0.000000000000000000,Double
161,0.302363,0,0.000000000000000000,nar,0.000000000000000000,Double
162,0.352712,0,0.000000000000000000,nar,0.000000000000000000,Double
163,0.114165,0,0.000000000000000000,nar,0.000000000000000000,Double
164,0.367793,0,0.000000000000000000,nar,0.000000000000000000,Double
165,0.656283,0,0.000000000000000000,nar,0.000000000000000000,Double
166,0.0235333,0,0.000000000000000000,nar,0.000000000000000000,Double
167,0.963443,0,0.000000000000000000,nar,0.000000000000000000,Double
168,0.0503665,0,0.000000000000000000,nar,0.000000000000000000,Double
169,0.404114,0,0.000000000000000000,nar,0.000000000000000000,Double
170,0.158652,0,0.000000000000000000,nar,0.000000000000000000,Double
171,0.929018,0,0.000000000000000000,nar,0.000000000000000000,Double
172,0.212772,0,0.000000000000000000,nar,0.000000000000000000,Double
173,0.173103,0,0.000000000000000000,nar,0.000000000000000000,Double
174,0.691203,0,0.000000000000000000,nar,0.000000000000000000,Double
175,0.984925,0,0.000000000000000000,nar,0.000000000000000000,Double
176,0.5921,0,0.000000000000000000,nar,0.000000000000000000,Double
177,0.312628,0,0.000000000000000000,nar,0.000000000000000000,Double
178,0.0902645,0,0.000000000000000000,nar,0.000000000000000000,Double
179,0.507362,0,0.000000000000000000,nar,0.000000000000000000,Double
180,0.30726,0,0.000000000000000000,nar,0.000000000000000000,Double
181,0.693485,0,0.000000000000000000,nar,0.000000000000000000,Double
182,0.170672,0,0.000000000000000000,nar,0.000000000000000000,Double
183,0.503684,0,0.000000000000000000,nar,0.000000000000000000,Double
184,0.206719,0,0.000000000000000000,nar,0.000000000000000000,Double
185,0.146843,0,0.000000000000000000,nar,0.000000000000000000,Double
186,0.0235565,0,0.000000000000000000,nar,0.000000000000000000,Double
187,0.709675,0,0.000000000000000000,nar,0.000000000000000000,Double
188,0.193701,0,0.000000000000000000,nar,0.000000000000000000,Double
189,0.556725,0,0.000000000000000000,nar,0.000000000000000000,Double
190,0.0508277,0,0.000000000000000000,nar,0.000000000000000000,Double
191,0.240744,0,0.000000000000000000,nar,0.000000000000000000,Double
192,0.0391635,0,0.000000000000000000,nar,0.000000000000000000,Double
193,0.322219,0,0.000000000000000000,nar,0.000000000000000000,Double
194,0.228408,0,0.000000000000000000,nar,0.000000000000000000,Double
195,0.344462,0,0.000000000000000000,nar,0.000000000000000000,Double
196,0.0590339,0,0.000000000000000000,nar,0.000000000000000000,Double
197,0.497335,0,0.000000000000000000,nar,0.000000000000000000,Double
198,0.696577,0,0.000000000000000000,nar,0.000000000000000000,Double
199,0.858862,0,0.000000000000000000,nar,0.000000000000000000,Double
200,0.357542,0,0.000000000000000000,nar,0.000000000000000000,Double
201,0.422036,0,0.000000000000000000,nar,0.000000000000000000,Double
202,0.500952,0,0.000000000000000000,nar,0.000000000000000000,Double
203,0.363708,0,0.000000000000000000,nar,0.000000000000000000,Double
204,0.992051,0,0.000000000000000000,nar,0.000000000000000000,Double
205,0.215374,0,0.000000000000000000,nar,0.000000000000000000,Double
206,0.56868,0,0.000000000000000000,nar,0.000000000000000000,Double
207,0.213278,0,0.000000000000000000,nar,0.000000000000000000,Double
208,0.0930628,0,0.000000000000000000,nar,0.000000000000000000,Double
209,0.308563,0,0.000000000000000000,nar,0.000000000000000000,Double
210,0.330881,0,0.000000000000000000,nar,0.000000000000000000,Double
211,0.45986,0,0.000000000000000000,nar,0.000000000000000000,Double
212,0.939774,0,0.000000000000000000,nar,0.000000000000000000,Double
213,0.498512,0,0.000000000000000000,nar,0.000000000000000000,Double
214,0.125613,0,0.000000000000000000,nar,0.000000000000000000,Double
215,0.587803,0,0.000000000000000000,nar,0.000000000000000000,Double
216,0.617514,0,0.000000000000000000,nar,0.000000000000000000,Double
217,0.744836,0,0.000000000000000000,nar,0.000000000000000000,Double
218,0.671568,0,0.000000000000000000,nar,0.000000000000000000,Double
219,0.811679,0,0.000000000000000000,nar,0.000000000000000000,Double
220,0.725809,0,0.000000000000000000,nar,0.000000000000000000,Double
221,0.836036,0,0.000000000000000000,nar,0.000000000000000000,Double
222,0.800465,0,0.000000000000000000,nar,0.000000000000000000,Double
223,0.455612,0,0.000000000000000000,nar,0.000000000000000000,Double
224,0.108831,0,0.000000000000000000,nar,0.000000000000000000,Double
225,0.25274,0,0.000000000000000000,nar,0.000000000000000000,Double
226,0.983405,0,0.000000000000000000,nar,0.000000000000000000,Double
227,0.452814,0,0.000000000000000000,nar,0.000000000000000000,Double
228,0.194691,0,0.000000000000000000,nar,0.000000000000000000,Double
229,0.815035,0,0.000000000000000000,nar,0.000000000000000000,Double
230,0.96149,0,0.000000000000000000,nar,0.000000000000000000,Double
231,0.874076,0,0.000000000000000000,nar,0.000000000000000000,Double
232,0.752902,0,0.000000000000000000,nar,0.000000000000000000,Double
233,0.613379,0,0.000000000000000000,nar,0.000000000000000000,Double
234,0.925244,0,0.000000000000000000,nar,0.000000000000000000,Double
235,0.660591,0,0.000000000000000000,nar,0.000000000000000000,Double
236,0.450822,0,0.000000000000000000,nar,0.000000000000000000,Double
237,0.489842,0,0.000000000000000000,nar,0.000000000000000000,Double
238,0.956816,0,0.000000000000000000,nar,0.000000000000000000,Double
239,0.0824999,0,0.000000000000000000,nar,0.000000000000000000,Double
240,0.628724,0,0.000000000000000000,nar,0.000000000000000000,Double
241,0.844752,0,0.000000000000000000,nar,0.000000000000000000,Double
242,0.423762,0,0.000000000000000000,nar,0.000000000000000000,Double
243,0.521211,0,0.000000000000000000,nar,0.000000000000000000,Double
244,0.465032,0,0.000000000000000000,nar,0.000000000000000000,Double
245,0.611064,0,0.000000000000000000,nar,0.000000000000000000,Double
246,0.135125,0,0.000000000000000000,nar,0.000000000000000000,Double
247,0.914942,0,0.000000000000000000,nar,0.000000000000000000,Double
248,0.429878,0,0.000000000000000000,nar,0.000000000000000000,Double
249,0.67447,0,0.000000000000000000,nar,0.000000000000000000,Double
250,0.287237,0,0.000000000000000000,nar,0.000000000000000000,Double
251,0.116552,0,0.000000000000000000,nar,0.000000000000000000,Double
252,0.0444696,0,0.000000000000000000,nar,0.000000000000000000,Double
253,0.725458,0,0.000000000000000000,nar,0.000000000000000000,Double
254,0.30941,0,0.000000000000000000,nar,0.000000000000000000,Double
255,0.537213,0,0.000000000000000000,nar,0.000000000000000000,Double
256,0.950386,0,0.000000000000000000,nar,0.000000000000000000,Double
257,0.275899,0,0.000000000000000000,nar,0.000000000000000000,Double
258,0.164838,0,0.000000000000000000,nar,0.000000000000000000,Double
259,0.362667,0,0.000000000000000000,nar,0.000000000000000000,Double
260,0.0808821,0,0.000000000000000000,nar,0.000000000000000000,Double
261,0.211871,0,0.000000000000000000,nar,0.000000000000000000,Double
262,0.231509,0,0.000000000000000000,nar,0.000000000000000000,Double
263,0.0143835,0,0.000000000000000000,nar,0.000000000000000000,Double
264,0.936388,0,0.000000000000000000,nar,0.000000000000000000,Double
265,0.153689,0,0.000000000000000000,nar,0.000000000000000000,Double
266,0.837808,0,0.000000000000000000,nar,0.000000000000000000,Double
267,0.501614,0,0.000000000000000000,nar,0.000000000000000000,Double
268,0.637097,0,0.000000000000000000,nar,0.000000000000000000,Double
269,0.718177,0,0.000000000000000000,nar,0.000000000000000000,Double
270,0.971953,0,0.000000000000000000,nar,0.000000000000000000,Double
271,0.0103741,0,0.000000000000000000,nar,0.000000000000000000,Double
272,0.199279,0,0.000000000000000000,nar,0.000000000000000000,Double
273,0.218905,0,0.000000000000000000,nar,0.000000000000000000,Double
274,0.286797,0,0.000000000000000000,nar,0.000000000000000000,Double
275,0.448282,0,0.000000000000000000,nar,0.000000000000000000,Double
276,0.337935,0,0.000000000000000000,nar,0.000000000000000000,Double
277,0.453362,0,0.000000000000000000,nar,0.000000000000000000,Double
278,0.179042,0,0.000000000000000000,nar,0.000000000000000000,Double
279,0.353106,0,0.000000000000000000,nar,0.000000000000000000,Double
280,0.889182,0,0.000000000000000000,nar,0.000000000000000000,Double
281,0.530791,0,0.000000000000000000,nar,0.000000000000000000,Double
282,0.323402,0,0.000000000000000000,nar,0.000000000000000000,Double
283,0.544392,0,0.000000000000000000,nar,0.000000000000000000,Double
284,0.725504,0,0.000000000000000000,nar,0.000000000000000000,Double
285,0.715354,0,0.000000000000000000,nar,0.000000000000000000,Double
286,0.146667,0,0.000000000000000000,nar,0.000000000000000000,Double
287,0.0542372,0,0.000000000000000000,nar,0.000000000000000000,Double
288,0.974222,0,0.000000000000000000,nar,0.000000000000000000,Double
289,0.789359,0,0.000000000000000000,nar,0.000000000000000000,Double
290,0.126493,0,0.000000000000000000,nar,0.000000000000000000,Double
291,0.275917,0,0.000000000000000000,nar,0.000000000000000000,Double
292,0.793533,0,0.000000000000000000,nar,0.000000000000000000,Double
293,0.542029,0,0.000000000000000000,nar,0.000000000000000000,Double
294,0.608382,0,0.000000000000000000,nar,0.000000000000000000,Double
295,0.573154,0,0.000000000000000000,nar,0.000000000000000000,Double
296,0.798102,0,0.000000000000000000,nar,0.000000000000000000,Double
297,0.527537,0,0.000000000000000000,nar,0.000000000000000000,Double
298,0.479169,0,0.000000000000000000,nar,0.000000000000000000,Double
299,0.721718,0,0.000000000000000000,nar,0.000000000000000000,Double
300,0.870229,0,0.000000000000000000,nar,0.000000000000000000,Double
301,0.830413,0,0.000000000000000000,nar,0.000000000000000000,Double
302,0.734951,0,0.000000000000000000,nar,0.000000000000000000,Double
303,0.268662,0,0.000000000000000000,nar,0.000000000000000000,Double
304,0.1864,0,0.000000000000000000,nar,0.000000000000000000,Double
305,0.168419,0,0.000000000000000000,nar,0.000000000000000000,Double
306,0.305919,0,0.000000000000000000,nar,0.000000000000000000,Double
307,0.930565,0,0.000000000000000000,nar,0.000000000000000000,Double
308,0.309598,0,0.000000000000000000,nar,0.000000000000000000,Double
309,0.837083,0,0.000000000000000000,nar,0.000000000000000000,Double
310,0.542476,0,0.000000000000000000,nar,0.000000000000000000,Double
311,0.0100314,0,0.000000000000000000,nar,0.000000000000000000,Double
312,0.938675,0,0.000000000000000000,nar,0.000000000000000000,Double
313,0.18273,0,0.000000000000000000,nar,0.000000000000000000,Double
314,0.362745,0,0.000000000000000000,nar,0.000000000000000000,Double
315,0.207901,0,0.000000000000000000,nar,0.000000000000000000,Double
316,0.125153,0,0.000000000000000000,nar,0.000000000000000000,Double
317,0.632437,0,0.000000000000000000,nar,0.000000000000000000,Double
318,0.139676,0,0.000000000000000000,nar,0.000000000000000000,Double
319,0.1781,0,0.000000000000000000,nar,0.000000000000000000,Double
320,0.0860646,0,0.000000000000000000,nar,0.000000000000000000,Double
321,0.35977,0,0.000000000000000000,nar,0.000000000000000000,Double
322,0.885313,0,0.000000000000000000,nar,0.000000000000000000,Double
323,0.942871,0,0.000000000000000000,nar,0.000000000000000000,Double
324,0.29943,0,0.000000000000000000,nar,0.000000000000000000,Double
325,0.515324,0,0.000000000000000000,nar,0.000000000000000000,Double
326,0.668516,0,0.000000000000000000,nar,0.000000000000000000,Double
327,0.372652,0,0.000000000000000000,nar,0.000000000000000000,Double
328,0.263921,0,0.000000000000000000,nar,0.000000000000000000,Double
329,0.193388,0,0.000000000000000000,nar,0.000000000000000000,Double
330,0.93366,0,0.000000000000000000,nar,0.000000000000000000,Double
331,0.223992,0,0.000000000000000000,nar,0.000000000000000000,Double
332,0.412301,0,0.000000000000000000,nar,0.000000000000000000,Double
333,0.157816,0,0.000000000000000000,nar,0.000000000000000000,Double
